date,gas_price
2016-05-09,2.325
2016-05-16,2.345
2016-05-23,2.403
2016-05-30,2.44
2016-06-06,2.4819999999999998
2016-06-13,2.499
2016-06-20,2.455
2016-06-27,2.432
2016-07-04,2.396
2016-07-11,2.359
2016-07-18,2.336
2016-07-25,2.289
2016-08-01,2.267
2016-08-08,2.256
2016-08-15,2.256
2016-08-22,2.299
2016-08-29,2.3409999999999997
2016-09-05,2.329
2016-09-12,2.31
2016-09-19,2.333
2016-09-26,2.334
2016-10-03,2.354
2016-10-10,2.381
2016-10-17,2.367
2016-10-24,2.353
2016-10-31,2.3409999999999997
2016-11-07,2.345
2016-11-14,2.298
2016-11-21,2.269
2016-11-28,2.2680000000000002
2016-12-05,2.3209999999999997
2016-12-12,2.347
2016-12-19,2.375
2016-12-26,2.419
2017-01-02,2.485
2017-01-09,2.496
2017-01-16,2.467
2017-01-23,2.436
2017-01-30,2.408
2017-02-06,2.405
2017-02-13,2.418
2017-02-20,2.414
2017-02-27,2.427
2017-03-06,2.452
2017-03-13,2.434
2017-03-20,2.4330000000000003
2017-03-27,2.428
2017-04-03,2.471
2017-04-10,2.5340000000000003
2017-04-17,2.546
2017-04-24,2.559
2017-05-01,2.522
2017-05-08,2.484
2017-05-15,2.481
2017-05-22,2.51
2017-05-29,2.516
2017-06-05,2.525
2017-06-12,2.479
2017-06-19,2.4330000000000003
2017-06-26,2.404
2017-07-03,2.376
2017-07-10,2.411
2017-07-17,2.392
2017-07-24,2.426
2017-07-31,2.467
2017-08-07,2.492
2017-08-14,2.497
2017-08-21,2.474
2017-08-28,2.513
2017-09-04,2.7939999999999996
2017-09-11,2.8
2017-09-18,2.75
2017-09-25,2.701
2017-10-02,2.682
2017-10-09,2.622
2017-10-16,2.605
2017-10-23,2.594
2017-10-30,2.602
2017-11-06,2.673
2017-11-13,2.7060000000000004
2017-11-20,2.6830000000000003
2017-11-27,2.648
2017-12-04,2.617
2017-12-11,2.6010000000000004
2017-12-18,2.568
2017-12-25,2.589
2018-01-01,2.637
2018-01-08,2.639
2018-01-15,2.673
2018-01-22,2.6839999999999997
2018-01-29,2.7230000000000003
2018-02-05,2.753
2018-02-12,2.7239999999999998
2018-02-19,2.676
2018-02-26,2.6660000000000004
2018-03-05,2.679
2018-03-12,2.677
2018-03-19,2.716
2018-03-26,2.764
2018-04-02,2.8169999999999997
2018-04-09,2.8110000000000004
2018-04-16,2.863
2018-04-23,2.9139999999999997
2018-04-30,2.9610000000000003
2018-05-07,2.96
2018-05-14,2.949
2018-05-21,2.9989999999999997
2018-05-28,3.0389999999999997
2018-06-04,3.0180000000000002
2018-06-11,2.989
2018-06-18,2.958
2018-06-25,2.9130000000000003
2018-07-02,2.924
2018-07-09,2.937
2018-07-16,2.943
2018-07-23,2.911
2018-07-30,2.924
2018-08-06,2.93
2018-08-13,2.9210000000000003
2018-08-20,2.9
2018-08-27,2.906
2018-09-03,2.903
2018-09-10,2.912
2018-09-17,2.9210000000000003
2018-09-24,2.923
2018-10-01,2.947
2018-10-08,2.984
2018-10-15,2.9610000000000003
2018-10-22,2.925
2018-10-29,2.8960000000000004
2018-11-05,2.84
2018-11-12,2.773
2018-11-19,2.7
2018-11-26,2.63
2018-12-03,2.544
2018-12-10,2.511
2018-12-17,2.46
2018-12-24,2.4130000000000003
2018-12-31,2.358
2019-01-07,2.329
2019-01-14,2.338
2019-01-21,2.34
2019-01-28,2.343
2019-02-04,2.3409999999999997
2019-02-11,2.3609999999999998
2019-02-18,2.4
2019-02-25,2.471
2019-03-04,2.502
2019-03-11,2.549
2019-03-18,2.625
2019-03-25,2.701
2019-04-01,2.77
2019-04-08,2.826
2019-04-15,2.912
2019-04-22,2.926
2019-04-29,2.972
2019-05-06,2.983
2019-05-13,2.9539999999999997
2019-05-20,2.9389999999999996
2019-05-27,2.909
2019-06-03,2.8930000000000002
2019-06-10,2.821
2019-06-17,2.759
2019-06-24,2.741
2019-07-01,2.798
2019-07-08,2.827
2019-07-15,2.86
2019-07-22,2.833
2019-07-29,2.798
2019-08-05,2.772
2019-08-12,2.71
2019-08-19,2.6839999999999997
2019-08-26,2.661
2019-09-02,2.6510000000000002
2019-09-09,2.638
2019-09-16,2.64
2019-09-23,2.741
2019-09-30,2.737
2019-10-07,2.742
2019-10-14,2.727
2019-10-21,2.735
2019-10-28,2.6919999999999997
2019-11-04,2.702
2019-11-11,2.7110000000000003
2019-11-18,2.688
2019-11-25,2.6719999999999997
2019-12-02,2.667
2019-12-09,2.6519999999999997
2019-12-16,2.627
2019-12-23,2.6210000000000004
2019-12-30,2.658
2020-01-06,2.665
2020-01-13,2.657
2020-01-20,2.625
2020-01-27,2.595
2020-02-03,2.546
2020-02-10,2.511
2020-02-17,2.5180000000000002
2020-02-24,2.555
2020-03-02,2.5140000000000002
2020-03-09,2.468
2020-03-16,2.343
2020-03-23,2.217
2020-03-30,2.103
2020-04-06,2.022
2020-04-13,1.9509999999999998
2020-04-20,1.91
2020-04-27,1.87
2020-05-04,1.883
2020-05-11,1.9409999999999998
2020-05-18,1.969
2020-05-25,2.049
2020-06-01,2.064
2020-06-08,2.123
2020-06-15,2.185
2020-06-22,2.2159999999999997
2020-06-29,2.26
2020-07-06,2.265
2020-07-13,2.283
2020-07-20,2.275
2020-07-27,2.265
2020-08-03,2.266
2020-08-10,2.256
2020-08-17,2.256
2020-08-24,2.272
2020-08-31,2.311
2020-09-07,2.302
